"collected_at","title","organization","category","region","amount","application_start","application_deadline","url","source","status","summary","data_formats","updated_at"
"2026-08-24T21:07:09.326Z","平成24年度当初予算 非公共事業関係資料_独立行政法人向け","農林水産省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20140918_0317","e-Govデータポータル（補助金）","ok","平成24年度当初予算の非公共事業独立行政法人向け予算の概要","PDF","2023-04-19"
"2026-08-24T21:07:09.326Z","令和３事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20230331_0083","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2024-06-29"
"2026-08-24T21:07:09.326Z","令和２事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20230331_0060","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2024-06-29"
"2026-08-24T21:07:09.326Z","平成28事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20181122_0011","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","各都道府県農業協同組合主管課を通じて、調査票を連合会に 配布、回収し、農林水産省において集計・取りまとめを行ったもの。","PDF / XLS","2023-05-20"
"2026-08-24T21:07:09.326Z","平成24事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180911_0180","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","農業協同組合連合会の組織、財務及び事業に関する関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-19"
"2026-08-24T21:07:09.326Z","平成26事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180911_0182","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","農業協同組合連合会の組織、財務及び事業に関する関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-19"
"2026-08-24T21:07:09.326Z","平成30事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20201113_0027","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2023-05-13"
"2026-08-24T21:07:09.326Z","平成25事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180911_0181","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","農業協同組合連合会の組織、財務及び事業に関する関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-09"
"2026-08-24T21:07:09.326Z","平成27事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","補助金 / 助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180911_0183","e-Govデータポータル（補助金） / e-Govデータポータル（助成金）","ok","農業協同組合連合会の組織、財務及び事業に関する関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-09"
"2026-08-24T21:07:09.326Z","予算執行の情報開示_補助金等の交付決定についての情報の公表","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mofyosanshikkojohokaiji_hojokin","e-Govデータポータル（補助金）","ok","財務省所管予算の執行の情報開示_補助金等の交付決定についての情報の公表","HTML","2026-06-08"
"2026-08-24T21:07:09.326Z","平成13年度_平成13年度補助金等の概要","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0363","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-03-31"
"2026-08-24T21:07:09.326Z","平成12年度_平成12年度補助金等の概要の発表","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0371","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-03-31"
"2026-08-24T21:07:09.326Z","平成20年度_各省庁の予算要求（概算要求）","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0309","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-08"
"2026-08-24T21:07:09.326Z","平成21年度_各省庁の予算要求（概算要求）","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0300","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-10"
"2026-08-24T21:07:09.326Z","平成17年度_各省庁の予算要求（概算要求）","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0332","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-08"
"2026-08-24T21:07:09.326Z","平成19年度_各省庁の予算要求（概算要求）","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0318","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-07"
"2026-08-24T21:07:09.326Z","平成18年度_各省庁の予算要求（概算要求）","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0325","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-01"
"2026-08-24T21:07:09.326Z","平成15年度_政府案閣議決定","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0348","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-10"
"2026-08-24T21:07:09.326Z","平成22年度_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0295","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-14"
"2026-08-24T21:07:09.326Z","平成24年度_政府案_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0267","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-05-31"
"2026-08-24T21:07:09.326Z","平成25年度予算_政府案_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0260","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-05-30"
"2026-08-24T21:07:09.326Z","平成23年度_政府案_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0278","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-05-27"
"2026-08-24T21:07:09.326Z","平成17年度_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0335","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-15"
"2026-08-24T21:07:09.326Z","平成24年度_政府案_政府案閣議決定","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0266","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-09"
"2026-08-24T21:07:09.326Z","平成15年度_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0349","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-05-27"
"2026-08-24T21:07:09.326Z","平成19年度_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0321","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-05-27"
"2026-08-24T21:07:09.326Z","平成20年度_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0312","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-09"
"2026-08-24T21:07:09.326Z","平成22年度_政府案国会提出","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0294","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-08"
"2026-08-24T21:07:09.326Z","平成21年度_予算成立","財務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/mof_20140901_0303","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","HTML / PDF","2023-06-06"
"2026-08-24T21:07:09.326Z","ブロードバンド基盤の整備_（2）高度無線環境整備推進事業","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20190516_0002","e-Govデータポータル（補助金）","ok","総務省が行うブロードバンド基盤の整備について","PDF","2026-05-14"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_第七回","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20140909_0327","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-04-07"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_第十回","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20140909_0330","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-04-07"
"2026-08-24T21:07:09.326Z","平成26年基金シートの公表（平成26年9月30日）","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20141128_0035","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","EXE","2022-08-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_第十一回","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20140909_0331","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-04-07"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_第十二回","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20140909_0332","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-04-19"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_第九回","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20140909_0329","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","PDF","2023-04-07"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_令和３年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20220803_0001","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-16"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成30年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20190201_0012","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_令和元年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20200825_0013","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成29年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20190201_0011","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成26年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20141128_0008","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成25年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20141128_0007","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","EXE","2022-08-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成24年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20141209_0039","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","EXE","2022-08-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成23年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20141128_0006","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","EXE","2022-08-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成22年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20141128_0005","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","EXE","2022-08-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成27年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20190201_0009","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_令和２年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20210608_0001","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-17"
"2026-08-24T21:07:09.326Z","予算執行監視チーム_予算執行の情報_補助金等交付決定_平成28年度","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20190201_0010","e-Govデータポータル（補助金）","ok","このデータセットには説明がありません","XLSX","2023-06-16"
"2026-08-24T21:07:09.326Z","平成24年度地方財政統計年報_第2部その2","総務省","補助金","全国","","","","https://data.e-gov.go.jp/data/dataset/soumu_20160704_0005","e-Govデータポータル（補助金）","ok","地方公共団体から報告された各年度の決算額（普通会計及び公営事業会計）を中心として、地方財政に関する主な統計資料等を集録するとともに、累年比較を行ったもの。","XLS","2023-05-19"
"2026-08-24T21:07:09.326Z","平成23事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180911_0179","e-Govデータポータル（助成金）","ok","農業協同組合連合会の組織、財務及び事業に関する関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-19"
"2026-08-24T21:07:09.326Z","平成29事業年度農業協同組合連合会統計表（都道府県区域連合会の部）","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20191028_0039","e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2023-05-19"
"2026-08-24T21:07:09.326Z","令和２事業年度総合農協統計表","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20230331_0059","e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2024-06-29"
"2026-08-24T21:07:09.326Z","令和３事業年度総合農協統計表","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20230526_0082","e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2024-06-29"
"2026-08-24T21:07:09.326Z","平成27年事業年度_総合農協統計表_1/2","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180312_0240","e-Govデータポータル（助成金）","ok","農業協同組合の組織、財務及び事業に関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-23"
"2026-08-24T21:07:09.326Z","平成23年事業年度_総合農協統計表_1/2","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180312_0232","e-Govデータポータル（助成金）","ok","農業協同組合の組織、財務及び事業に関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-17"
"2026-08-24T21:07:09.326Z","平成28事業年度総合農協統計表_1/2","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20181122_0009","e-Govデータポータル（助成金）","ok","農業協同組合の組織、財務及び事業に関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-16"
"2026-08-24T21:07:09.326Z","平成24年事業年度_総合農協統計表_1/2","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180312_0234","e-Govデータポータル（助成金）","ok","農業協同組合の組織、財務及び事業に関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-11"
"2026-08-24T21:07:09.326Z","平成26年事業年度_総合農協統計表_1/2","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180312_0238","e-Govデータポータル（助成金）","ok","農業協同組合の組織、財務及び事業に関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-05-10"
"2026-08-24T21:07:09.326Z","平成25年事業年度_総合農協統計表_1/2","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20180312_0236","e-Govデータポータル（助成金）","ok","農業協同組合の組織、財務及び事業に関する実態を明らかにし、農協指導をする際の基礎資料を整備することを目的とする。","PDF / XLS","2023-04-27"
"2026-08-24T21:07:09.326Z","平成30事業年度総合農協統計表","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20201113_0025","e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2023-04-18"
"2026-08-24T21:07:09.326Z","平成29事業年度総合農協統計表","農林水産省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/maff_20191028_0037","e-Govデータポータル（助成金）","ok","本調査は、毎年（専門農協は隔年）、農業協同組合の組織、財務及び事業に関する実態を調査し、総合農協、専門農協、農業協同組合連合会別に、全国の組合員数、役職員数、支所、出張所等出先機関設置状況、財務状況、事業状況等を提供しています。（総合農協は都道府県別にも提供）","PDF / XLS","2023-05-16"
"2026-08-24T21:07:09.326Z","生活保護・福祉一般_平成20年度補正予算及び平成21年度予算に関する資料","厚生労働省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1133","e-Govデータポータル（助成金）","ok","このデータセットには説明がありません","PDF","2023-03-31"
"2026-08-24T21:07:09.326Z","平成28年版厚生労働白書_本編図表バックデータ_資料編_第1部_第4章_第1節","厚生労働省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20170209_0009","e-Govデータポータル（助成金）","ok","平成28年版厚生労働白書は、「人口高齢化を乗り越える社会モデルを考える」をテーマとして取り上げるとともに、前年度の厚生労働行政の年次報告を掲載しているものである。","HTML / GIF / XLS","2023-06-10"
"2026-08-24T21:07:09.326Z","令和元年度消費生活協同組合（連合会）実態調査","厚生労働省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20211015_0007","e-Govデータポータル（助成金）","ok","消費生活協同組合（連合会）実態調査は、全国の消費生活協同組合及び消費生活協同組合連合会を対象とする統計調査で、毎年実施されます。","XLS","2023-05-23"
"2026-08-24T21:07:09.326Z","令和2年度消費生活協同組合（連合会）実態調査","厚生労働省","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20211015_0006","e-Govデータポータル（助成金）","ok","消費生活協同組合（連合会）実態調査は、全国の消費生活協同組合及び消費生活協同組合連合会を対象とする統計調査で、毎年実施されます。","XLS","2023-05-09"
"2026-08-24T21:07:09.326Z","日本経済2012-2013_全文","内閣府","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/cao_20140904_0085","e-Govデータポータル（助成金）","ok","経済財政白書公表後の日本経済の現状を明らかにすることを目的としてとりまとめている文章","HTML / PDF","2023-06-14"
"2026-08-24T21:07:09.326Z","地域の経済(全文)_2009年","内閣府","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/cao_20140904_0221","e-Govデータポータル（助成金）","ok","地域経済を総合的に分析し、政策課題の把握に資することを目的として作成した文章","HTML / PDF","2023-06-08"
"2026-08-24T21:07:09.326Z","原子力白書（昭和41年版)","内閣府","助成金","全国","","","","https://data.e-gov.go.jp/data/dataset/cao_20140904_0530","e-Govデータポータル（助成金）","ok","このデータセットには説明がありません","HTML","2023-06-03"
"2026-08-24T21:07:09.326Z","調達情報一覧(厚生労働省本省)_物品の製造・販売等にかかる公告・公示_その他_企画競争・公募公告","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_0386","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-08-08"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_5 発達障害者支援者実地研修事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1077","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-06-03"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_7 国連・障害者の十年記念施設運営事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1079","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML / DOC","2023-05-27"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_3 障害者自立支援機器等開発促進事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1075","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","PDF / HTML","2023-05-25"
"2026-08-24T21:07:09.326Z","障害者福祉_調査事業等の公募_6 衛生関係指導者養成等委託費事業","厚生労働省","公募・入札公告","全国","","","","https://data.e-gov.go.jp/data/dataset/mhlw_20140917_1078","e-Govデータポータル（公募・入札公告）","ok","このデータセットには説明がありません","HTML","2023-06-08"
